gene_id	gene_name	A5BKO_1	A5BKO_2	A5BKO_3	Mix_1	Mix_2	Mix_3	NT_1	NT_2	NT_3
ENSG00000012963.15	UBR7	2271.215	3416.579	2267	2643.975	2269.001	2159.999	2421	2466	2400.999
ENSG00000012983.12	MAP4K5	1222	1326	1056.999	1214.999	939.001	900.999	856	942.999	938
ENSG00000013016.16	EHD3	1	1	0	1	1	0	1	1	0
ENSG00000013275.8	PSMC4	3415.999	4408	3347.999	2893.001	2426	2469.998	2935.999	2966.999	3015
ENSG00000013288.9	MAN2B2	526	652.001	454	638	495.999	528.001	478	497	522.001
ENSG00000013293.6	SLC7A14	0	0	0	0	0	0	0	0	0
ENSG00000013297.12	CLDN11	1	4	0	6	2	4	0	3	2
ENSG00000013306.16	SLC25A39	2570.001	3501	2446.999	2341.001	1992.999	2014.001	2333.998	2289.001	2195
ENSG00000013364.19	MVP	34	71	41	176	123	173.01	45	51.999	36
ENSG00000013374.17	NUB1	1157.999	1453.001	1098.999	1661	1278.001	1239	1105	1073	1151
ENSG00000013375.17	PGM3	649.001	1142.999	592	885	691	679.998	781	810.999	862.001
ENSG00000013392.8	RWDD2A	67	165	82	261	183	187	89	107	112
ENSG00000013441.17	CLK1	1046	1252	968.999	1455.001	1169.998	1144	791	854	1027.999
ENSG00000013503.10	POLR3B	833	581	730	314	256	264	387	382	412
ENSG00000013523.11	ANGEL1	1150.22	1348.954	1058.079	1282.043	1063.293	1089.009	950.169	983.544	1003.544
ENSG00000013561.18	RNF14	661	869.999	597.999	682	608.999	692.999	570.999	586	577
ENSG00000013563.14	DNASE1L1	326.001	512	310.999	300	260	262	377.998	394.999	426
ENSG00000013573.17	DDX11	2304.343	3260.593	1941.425	2238.221	1833.094	1898.463	2175.428	2255.088	2744.352
ENSG00000013583.10	HEBP1	55	61	42	130	118	100	42	41	41
ENSG00000013588.10	GPRC5A	0	1	0	2	0	1	0	0	0
ENSG00000013619.15	MAMLD1	0	1	0	1	1	1	0	0	0
ENSG00000013725.14	CD6	2	4	4	19	12	14	3	3	1
ENSG00000013810.21	TACC3	3846.001	5488.001	3486.999	4680.859	3770.001	3987	3686	3682.998	3960.001
ENSG00000014123.10	UFL1	1012	1584	968	1580	1204	1241	1057	1056	1132
ENSG00000014138.10	POLA2	1382.116	2024.092	1235.03	1704	1337.001	1356.322	1381.087	1421.282	1464.435
ENSG00000014164.7	ZC3H3	532	755	447	950	727	738	486	486	476
ENSG00000014216.16	CAPN1	2316	2953.999	2155.999	2820.001	2355.001	2383.999	1887	1909.001	1966.999
ENSG00000014257.17	ACP3	1	0	0	0	0	0	0	1	0
ENSG00000014641.21	MDH1	4393.001	5954	4337	4077.999	3367.998	3236.999	3980.002	4335	3757
ENSG00000014824.14	SLC30A9	1471	2044	1386	1788	1370	1468	1484	1567.001	1496.999
ENSG00000014914.21	MTMR11	4	4	0	15	15	13	3	0	11
ENSG00000014919.13	COX15	1709.787	2097.813	1553.345	1984.95	1630.101	1755.963	1529	1399.416	1481.533
ENSG00000015133.20	CCDC88C	1752.001	2864	1615.999	4140.999	3104.999	3150.998	2055.999	1960.001	2257
ENSG00000015153.15	YAF2	447.001	539	417.999	744	594	581.003	373	373.001	355
ENSG00000015171.21	ZMYND11	1087.999	1273.001	1003	952.999	787.998	742	924.998	978	966
ENSG00000015285.12	WAS	1329.001	1713	1177.001	1633.999	1341	1358.001	1179	1196.999	1262.999
ENSG00000015413.10	DPEP1	4	64.999	5	25	24	39	37	43	40.001
ENSG00000015475.19	BID	1096	1432	953	643	551	643	1005	993.001	906
ENSG00000015479.20	MATR3	8351.013	10544.523	8154.928	7504.938	5731.245	6036.029	7662.962	7478.615	7817.555
ENSG00000015520.15	NPC1L1	0	2	0	2	1	0	0	0	0
ENSG00000015532.10	XYLT2	450	739.001	394	673.001	517	524.001	528.999	440	512
ENSG00000015568.13	RGPD5	44.888	54.536	34.218	98.181	18.669	67.799	40.845	44.082	54.098
ENSG00000015592.17	STMN4	0	1	1	6	0	2	0	1	0
ENSG00000015676.18	NUDCD3	2192	2722	2005	2526	1998	2135	1906	1953.001	1986.001
ENSG00000016082.15	ISL1	0	0	0	0	0	0	0	0	0
ENSG00000016391.11	CHDH	3	5	1	5	3	11	5	7	7
ENSG00000016402.14	IL20RA	0	0	0	0	0	0	0	0	0
ENSG00000016490.16	CLCA1	0	0	0	1	0	0	0	0	0
ENSG00000016602.9	CLCA4	0	0	0	0	0	0	0	1	0
ENSG00000016864.19	GLT8D1	476	754	427	810.998	714.001	683.999	550	513	540.001
ENSG00000017260.20	ATP2C1	2193.999	3180.999	2090	2734.001	2337.998	2154.999	2251.999	2277.999	2262.001
ENSG00000017427.17	IGF1	0	0	0	1	0	1	1	0	1
ENSG00000017483.16	SLC38A5	9	16.999	9	7	6	3	8	12.001	6
ENSG00000017797.13	RALBP1	1942	2935.853	1922	3239.997	2650.999	2787	2123.1	2171.001	2254.999
ENSG00000018189.13	RUFY3	405	771.001	360	816.127	625	633.001	529	540	552
ENSG00000018236.15	CNTN1	0	0	0	0	0	0	0	0	0
ENSG00000018280.17	SLC11A1	0	0	0	1	0	0	3	1	1
ENSG00000018408.15	WWTR1	1	1	1	0	2	1	0	1	1
ENSG00000018510.18	AGPS	3994.001	3985.999	3684.999	2686	1977	1967.999	2761.999	2917.999	2741.999
ENSG00000018607.9	ZNF285CP	0	0	0	0	0	0	0	0	0
ENSG00000018610.15	STEEP1	423.813	505.684	408.533	405.845	272.496	331.75	375.942	394.877	345.912
ENSG00000018625.15	ATP1A2	0	0	0	0	0	0	0	0	0
ENSG00000018699.13	TTC27	768.999	962	640.999	533	504	489	642	609	655
ENSG00000018869.18	ZNF582	0	0	0	5	3	1	2	0	2
ENSG00000019102.12	VSIG2	0	0	0	0	0	0	0	0	0
ENSG00000019144.20	PHLDB1	9.001	2	5	13	10	9	2	3	1
ENSG00000019169.11	MARCO	0	0	0	0	0	0	0	0	0
ENSG00000019186.10	CYP24A1	0	0	0	0	0	0	0	0	0
ENSG00000019485.14	PRDM11	128	195	108	81	81	73	111	119.999	129
ENSG00000019505.8	SYT13	0	0	0	0	0	0	0	0	0
ENSG00000019549.13	SNAI2	0	0	0	0	0	0	0	0	0
ENSG00000019582.17	CD74	0	0	0	6	8	3	0	1	1
ENSG00000019991.18	HGF	0	0	0	0	0	0	0	0	0
ENSG00000019995.6	ZRANB1	880.34	1074.645	881.529	1168.423	935.967	936.211	779.406	846.466	815.255
ENSG00000020129.16	NCDN	1140.999	1358	933.999	708	634.999	638.999	939.001	941.999	1010.999
ENSG00000020181.18	ADGRA2	27	35	40	218	212	189	32	31	29
ENSG00000020219.9	CCT8L1P	0	0	0	0	0	0	0	0	0
ENSG00000020256.20	ZFP64	269.999	348	245	275.992	234.999	235	250	229	207
ENSG00000020426.11	MNAT1	641.999	792	684.999	867	696.998	727	602	565.999	547.953
ENSG00000020577.14	SAMD4A	0	4	1	10	6	11	3	3	1
ENSG00000020633.19	RUNX3	382	465	397	1472.999	1218	1154	301	339	344
ENSG00000020922.13	MRE11	684	825	567	931	765	710.001	616.999	563.999	737.001
ENSG00000021300.14	PLEKHB1	10	5	8	13	14	16	3	3	5
ENSG00000021355.13	SERPINB1	307.001	700.999	291.001	1221	1060.999	1050	468	455.001	463
ENSG00000021461.18	CYP3A43	0	0	0	0	0	0	0	0	0
ENSG00000021488.13	SLC7A9	0	1	1	0	0	0	2	1	0
ENSG00000021574.14	SPAST	1203	1203.001	1101	1138.001	872.999	876.999	759.999	814	829
ENSG00000021645.20	NRXN3	0	103	0	180.001	125	136.999	92	76.176	92.001
ENSG00000021762.20	OSBPL5	165.001	350	147.001	499	380	374.999	237	243	256
ENSG00000021776.11	AQR	1457	1412	1331	1030.999	817.001	774	985	1008	1099
ENSG00000021826.18	CPS1	685	505	588.001	449	354.999	385	384.999	408	407.001
ENSG00000021852.14	C8B	0	0	0	0	1	0	0	0	0
ENSG00000022267.19	FHL1	759	527	708	877	655	694	345	344	378
ENSG00000022277.13	RTF2	2823.001	3765.867	2637.001	3662	2981.001	3094.001	2727.999	2662.837	2642.803
ENSG00000022355.18	GABRA1	0	0	0	0	0	0	0	0	0
ENSG00000022556.16	NLRP2	0	0	0	0	0	0	0	0	0
ENSG00000022567.10	SLC45A4	479	712.001	448.999	481.999	414.999	395.999	583	493	543
ENSG00000022840.17	RNF10	2784	3977.002	2625	3716.002	3123	3314.002	2790.001	2832	2769.001
ENSG00000022976.16	ZNF839	794.999	1015.001	671	1085.868	801	878.641	717	687.828	757.815
ENSG00000023041.12	ZDHHC6	1020	1313.999	929.001	838	671.001	667	883.999	890	914.999
ENSG00000023171.20	GRAMD1B	2	0	0	0	0	0	0	0	0
ENSG00000023191.17	RNH1	1905	2816.002	1907.999	1327.002	1206.001	1259	1936	1863.999	2018.999
ENSG00000023228.15	NDUFS1	4961	5586.974	4655.974	4231	3389	3451.999	3854.906	3926.207	3946.001
ENSG00000023287.13	RB1CC1	810	1502	877	1427.999	1050	1110	1045.002	1002.999	1089.001
ENSG00000023318.9	ERP44	1049	1447.001	918.999	1506.999	1216.001	1279	1056	1017	1087.999
ENSG00000023330.15	ALAS1	1454.001	1946.001	1289	2450.001	1905.999	2048	1388.001	1336	1275
ENSG00000023445.17	BIRC3	304	502	285.181	652.488	525	503.224	350	360	347
ENSG00000023516.9	AKAP11	1179	1229	1012	1693	1283	1169	795	868	1060
ENSG00000023572.10	GLRX2	401.999	465.001	385	403	325	339	320.001	337	365
ENSG00000023608.5	SNAPC1	422.58	488	499	706	589	571.278	358	326.285	323
ENSG00000023697.13	DERA	764.001	982.999	781.999	944	796.002	802.999	691.001	680.002	685
ENSG00000023734.11	STRAP	3788.999	5129.999	3587	3107.001	2688	2784.001	3538.001	3631	3418.999
ENSG00000023839.12	ABCC2	47.001	73	48	50	45	47	45	50	60
ENSG00000023892.12	DEF6	2371.999	3755	2216	3236.999	2653.999	2735.999	2641.001	2629	2811.001
ENSG00000023902.14	PLEKHO1	2719.001	3255	2548	2653	2287	2370.001	2292	2259	2088.999
ENSG00000023909.10	GCLM	516.999	694	510	620	485	486	474.001	450	465
ENSG00000024048.11	UBR2	1200	1902	1159	1623	1189.999	1222	1421	1411	1612
ENSG00000024422.12	EHD2	8	30	11	15	10	15	14	22	20
ENSG00000024526.17	DEPDC1	1678.999	2225.996	1628.983	1794.968	1480	1467.983	1418.001	1492.001	1474
ENSG00000024862.18	CCDC28A	268	542	273	887	747	744	446	433	419
ENSG00000025039.15	RRAGD	49	189	33	324	252	233	147	140	166
ENSG00000025156.13	HSF2	800	1234	756	1338	1023	1047.997	809	920	896
ENSG00000025293.17	PHF20	1674.999	2116.002	1539.001	2180.001	1683	1811.999	1455.001	1457	1619
ENSG00000025423.11	HSD17B6	52.001	46.999	52	38	25	25	31	25	29.999
ENSG00000025434.19	NR1H3	198	179.999	168	155.999	164	122.999	130	109	131
ENSG00000025708.14	TYMP	28.966	65.3	26.606	41.199	50.295	47.099	45.101	28.256	35.459
ENSG00000025770.19	NCAPH2	2175	1697	1940	2373	1985	2032.999	1177.999	1184.999	1205
ENSG00000025772.8	TOMM34	910	1139	867	733	594	617	687	714	727
ENSG00000025796.14	SEC63	1045.991	1407.996	936.001	2095.924	1579.94	1597.989	1085.854	1049.977	1128.983
ENSG00000025800.14	KPNA6	1664	1964	1510	1936.699	1469	1588.068	1371	1460	1596.11
ENSG00000026025.16	VIM	12099.001	26113.001	11163	21435.001	17799.001	18422.999	17719	18148.999	17985.001
ENSG00000026036.23	RTEL1-TNFRSF6B	412.235	547.605	261.373	537.863	419.234	513.14	482.506	432.913	587.21
ENSG00000026103.25	FAS	711.002	1142	657.998	834	639.194	692	794.638	791.215	835
ENSG00000026297.17	RNASET2	642.47	1276.999	534.999	1056.001	879.998	887.002	826	916.98	975.001
ENSG00000026508.21	CD44	955.002	1229.999	872	1523.998	1181.001	1291	880.001	896	913
ENSG00000026559.14	KCNG1	0	0	0	0	0	0	0	0	1
ENSG00000026652.15	AGPAT4	35	124.999	38	294	221	211	89	86	113
ENSG00000026751.17	SLAMF7	0	0	0	1	0	0	0	0	0
ENSG00000026950.17	BTN3A1	438.548	763.444	379.291	911.388	736.366	814.403	508.168	612.556	633.977
ENSG00000027001.10	MIPEP	450	459	417	424	319	356	294	330	304
ENSG00000027075.17	PRKCH	2	6	2	6	2	2	4	5	6
ENSG00000027644.5	INSRR	0	1	0	1	1	0	0	0	0
ENSG00000027697.16	IFNGR1	368.001	517.002	335	647.999	564.999	539.001	394	389.999	370.001
ENSG00000027847.14	B4GALT7	114	192.998	169.999	196	164.999	206.999	126	130.999	126
ENSG00000027869.12	SH2D2A	228	238	189	352	277	285	161.001	147	159
ENSG00000028116.18	VRK2	590.001	605	590.001	474.999	369	369	388.001	414	439
ENSG00000028137.19	TNFRSF1B	0	2	1	6	4	5	2	3	3
ENSG00000028203.19	VEZT	863.004	1341.001	841.999	1710.001	1356.999	1313.008	905.001	993.004	941.998
ENSG00000028277.22	POU2F2	15	18	19	48	28	25	12	13	14
ENSG00000028310.18	BRD9	1090.1	1149.039	1006.128	907.134	700.969	750.64	852.729	843.101	1061.814
ENSG00000028528.15	SNX1	2033.001	2253	1990.001	2159.999	1841.001	1904.999	1628.001	1682.999	1782
ENSG00000028839.10	TBPL1	347	507	378.999	650	497.999	502	415	400	404.999
ENSG00000029153.15	BMAL2	83	519.999	54	247	198	243	336.001	405.999	380
ENSG00000029363.17	BCLAF1	4769.745	6059.726	4392.884	2688	1944.767	1957.936	4167.381	4488.292	5039.518
ENSG00000029364.12	SLC39A9	1981	2914.001	1924.999	3903.999	2981	3114.001	1978	2102.999	2002.001
ENSG00000029534.22	ANK1	0	0	0	1	0	0	0	0	0
ENSG00000029559.7	IBSP	0	0	0	0	0	0	0	0	0
ENSG00000029639.11	TFB1M	417.778	678.325	337.837	592.35	515.458	514.922	484.427	492.202	427.384
ENSG00000029725.17	RABEP1	2449.999	2703	2225.045	1706	1376.999	1379	1873.001	1881.999	1988
ENSG00000029993.15	HMGB3	2345.998	4004.875	2213.979	2999.712	2476.998	2460.385	2913.001	2946.921	2929.989
ENSG00000030066.14	NUP160	3594	3587	3269	2407.001	1998.999	1946.001	2522.001	2559	2757.999
ENSG00000030110.14	BAK1	1015.992	1462	845.973	1098.951	912	953	946.984	913	907.995
ENSG00000030304.15	MUSK	0	0	0	0	0	0	0	0	0
ENSG00000030419.17	IKZF2	2952	5989.999	2864	4525.001	3354.001	3313	4235.999	4433.999	4977
ENSG00000030582.19	GRN	812	1758.001	691.998	1278.001	1012.999	1042.999	1136	1194	1149.999
ENSG00000031003.11	FAM13B	1403	1847	1401.999	1179.002	874.001	965	1230	1341	1398
ENSG00000031081.11	ARHGAP31	20	17	20	50	48	37	12	15	11
ENSG00000031691.7	CENPQ	231	423	214	383	271	330	329	279	288
ENSG00000031698.13	SARS1	2939.999	4912	2806	8851	7728	7948.001	3665	3663	3525
ENSG00000031823.14	RANBP3	1662.001	2173.001	1480.999	1826	1543.998	1698	1544.002	1599.001	1565.999
ENSG00000032219.19	ARID4A	458.001	657.001	476.999	1084	758.999	848.001	475	473	507.999
ENSG00000032389.13	EIPR1	1139	1247.999	1044	1039	882	894	851.001	849.999	820
ENSG00000032444.17	PNPLA6	1071	1998.999	997.999	1656.999	1320.753	1414.001	1442	1402.001	1444
ENSG00000032742.18	IFT88	190.001	287	202	372.001	260.001	302	215.999	187	198
ENSG00000033011.14	ALG1	771.999	1077.067	772.994	442.891	330.603	321.512	742.575	755.346	727.99
ENSG00000033030.16	ZCCHC8	775	1214	792	1612	1382.999	1413	856.002	831	982
ENSG00000033050.9	ABCF2	1805.078	2122.784	1769.521	808.531	712.116	635.265	1456.017	1383.023	1472.532
ENSG00000033100.17	CHPF2	1201.479	1193.213	1058.876	750.352	544.174	612.57	851.965	894.037	883.879
ENSG00000033122.21	LRRC7	0	0	0	0	0	0	0	0	0
ENSG00000033170.17	FUT8	565	853.999	525.999	704	574.001	536	586.002	658	608
ENSG00000033178.13	UBA6	2261	2756	2085	2806.001	2180.999	2294	2012.001	2070	2085.999
ENSG00000033327.13	GAB2	104	306	93	2036	1584	1628	241	223	275
ENSG00000033627.18	ATP6V0A1	533.001	697	448	840.001	621	676	536	527.001	646
ENSG00000033800.14	PIAS1	735.999	968	730.999	1304.001	923.001	1011	667	662.999	703
ENSG00000033867.18	SLC4A7	1181.001	1219.001	1085	1505	1131.999	1106.999	846	871	886.999
ENSG00000034053.15	APBA2	0	0	0	0	0	0	0	0	1
ENSG00000034152.20	MAP2K3	522.001	801	542	811	665.999	750	590.001	566	529.001
ENSG00000034239.11	CLXN	0	0	0	0	0	0	0	0	0
ENSG00000034510.6	TMSB10	6421	13203	6284	9953	8829	8775	9524.999	9325	8672
ENSG00000034533.12	ASTE1	262	413	279	285.999	250.999	254.001	245	237	234
ENSG00000034677.13	RNF19A	474	675.999	386.001	824.999	671	715	429	469	513
ENSG00000034693.15	PEX3	559	736.999	468	643	522	520	526.991	520.983	499
ENSG00000034713.8	GABARAPL2	983	1395.999	932	1360	1262.999	1248	994	983	951.999
ENSG00000034971.17	MYOC	0	0	0	0	0	0	0	0	0
ENSG00000035115.22	SH3YL1	69	70.999	75.999	110.001	96.999	95	42	50.998	53
ENSG00000035141.10	FAM136A	2960.997	2723.897	2827.996	1139.001	1013.566	991	1952.998	1986.982	1846.95
ENSG00000035403.18	VCL	312	749	301	818	583	613	514	557	598
ENSG00000035499.13	DEPDC1B	1515	2075	1359	1981.999	1721.999	1597	1371.999	1326	1423
ENSG00000035664.11	DAPK2	1	0	0	0	0	0	0	0	0
ENSG00000035681.9	NSMAF	1129.999	1026	1089	769	620	599.002	709.998	779	716.999
ENSG00000035687.10	ADSS2	2733.001	2917.001	2645.999	1666.999	1232.998	1356.981	2055.998	2081	2166
ENSG00000035720.8	STAP1	42	48	41	18	23	16	26	32	24
ENSG00000035862.13	TIMP2	16	48	5	43	46	34	34	31	35
ENSG00000035928.17	RFC1	2984.999	3682	2627.999	5211.999	4113.999	4091.001	2584	2532.001	2822
ENSG00000036054.13	TBC1D23	478	683	448	790	672	645.999	460	496	490
ENSG00000036257.14	CUL3	3022.999	3198.017	2888.999	2185.998	1703	1712.001	2131.001	2354.989	2371
ENSG00000036448.10	MYOM2	70	84	69	74.001	88	94	51	49	59
ENSG00000036473.8	OTC	10	34	18	10	9	7	22	22	25
ENSG00000036530.9	CYP46A1	0	1	0	1	2	1	1	0	3
ENSG00000036549.13	ZZZ3	1429.999	1617.999	1333	1140	885.999	925.001	1028.999	1096.001	1085
ENSG00000036565.15	SLC18A1	0	0	0	0	0	0	0	0	0
ENSG00000036672.16	USP2	9	13	13	11	9	6	14	10	3
ENSG00000036828.17	CASR	0	0	0	0	0	0	0	0	1
ENSG00000037042.9	TUBG2	125.021	212.854	113.946	304.999	283.171	316.417	150.544	133.604	173.563
ENSG00000037241.7	RPL26L1	738	856.999	646	494	440.988	410	580.001	617.986	545
ENSG00000037280.16	FLT4	1	1	0	0	2	0	0	0	1
ENSG00000037474.15	NSUN2	4906.001	4464.999	4674	2674.001	2121.999	2267	3391.001	3274.999	3490
ENSG00000037637.11	FBXO42	632	1007	613	1450.999	1122.999	1176.999	719.999	738.001	700.999
ENSG00000037749.13	MFAP3	1100	1304	1036.999	994.999	801.001	876.001	915.001	944.999	1050
ENSG00000037757.14	MRI1	870.999	1093.999	747.999	695.999	577.999	617.087	789	801	851
ENSG00000037897.17	METTL1	336.999	283.999	304	74.999	47	60.001	182	212	209
ENSG00000037965.6	HOXC8	0	0	0	2	0	1	0	0	0
ENSG00000038002.9	AGA	409.999	789.001	379	692	604.999	611	519.999	531	513
ENSG00000038210.14	PI4K2B	1189	2098	1222	1544	1332	1296	1381	1403	1448
ENSG00000038219.13	BOD1L1	1622	1964.999	1351.001	2596	1796.001	1864.789	1336	1497	1622
ENSG00000038274.18	MAT2B	1738.999	2774.999	1540	2210	1826	1969.999	1777.999	1876.001	1726.002
ENSG00000038295.8	TLL1	0	16	0	3	1	0	6	8	12
ENSG00000038358.15	EDC4	2196.993	2694.098	1998.206	2004.937	1765.866	1706.61	1876.355	1864.146	2002.513
ENSG00000038382.23	TRIO	0	61.241	1	0	1	2	48.001	40	57.025
ENSG00000038427.16	VCAN	0	0	0	0	0	0	0	0	0
ENSG00000038532.17	CLEC16A	629	899	640	1035	758	844	670.001	630	686.999
ENSG00000038945.15	MSR1	115.001	132.001	110	82.001	59	65.001	96	91	110.001
ENSG00000039068.20	CDH1	0	0	0	1	0	0	0	0	0
ENSG00000039123.16	MTREX	2954	3174.999	2765.001	1942	1429	1485	2291.999	2317	2456
ENSG00000039139.11	DNAH5	0	0	0	0	0	0	0	0	0
ENSG00000039319.17	ZFYVE16	581	721	538.001	1040	744.001	739.999	481.001	510.001	560
ENSG00000039523.20	RIPOR1	160.999	165	117	294.001	224	244	144	128	128.001
ENSG00000039537.16	C6	0	0	0	0	0	0	0	0	0
ENSG00000039560.14	RAI14	0	0	0	1	1	0	0	0	0
ENSG00000039600.11	SOX30	0	0	0	0	0	0	0	1	0
ENSG00000039650.12	PNKP	650	950.999	596.002	905.999	771	836.999	681.998	638.999	761
ENSG00000039987.7	BEST2	0	0	0	0	1	0	0	1	0
ENSG00000040199.18	PHLPP2	253	405	267	250	189	220	284	289.999	332
ENSG00000040275.17	SPDL1	1709	2266.999	1733.999	1856	1432	1481	1636.998	1657	1591
ENSG00000040341.18	STAU2	1074.555	1180.635	1020.637	1037.142	807.42	866.115	828.746	786.703	870.221
ENSG00000040487.13	SLC66A1	70.001	181.001	39	192	178	176	81	100	102.999
ENSG00000040531.16	CTNS	223	263.001	204.001	186.998	115.001	132.001	212	235	236
ENSG00000040608.14	RTN4R	18	11	27	14	19	17	17	11	9
ENSG00000040633.13	PHF23	1475.001	1628.999	1439.999	1056.999	916	921	1179	1168	1166.001
ENSG00000040731.10	CDH10	0	0	0	0	0	0	0	0	0
ENSG00000040933.16	INPP4A	1741.001	1733	1535.999	2334.001	1685.999	1773	1285.999	1323.998	1382
ENSG00000041353.10	RAB27B	0	3	1	9	1	1	1	4	2
ENSG00000041357.16	PSMA4	3408.998	4159	3276.001	2883	2375.999	2458.001	3012.003	3072.999	2949.998
ENSG00000041515.16	MYO16	1	52	2	26	13	14	52	32	43
ENSG00000041802.11	LSG1	1474.999	1740	1358.999	941	730.001	780	1190.999	1311	1309.999
ENSG00000041880.15	PARP3	303.001	441	262.999	484	410	441.001	298.001	305.001	323
ENSG00000041982.17	TNC	0	0	0	1	0	0	0	0	0
ENSG00000041988.16	THAP3	157	202.002	149	249.999	209.001	208	149	148.001	122
ENSG00000042062.13	RIPOR3	0	0	0	0	0	0	1	0	0
ENSG00000042088.14	TDP1	1098.999	1309.999	1001	1044.999	845.999	913.001	936.999	928.001	846
ENSG00000042286.15	AIFM2	27	31	19	64	41	33	32	44	48
ENSG00000042304.14	C2orf83	0	0	0	0	0	0	0	0	0
ENSG00000042317.17	SPATA7	72	152	50	241	173	181	90.999	112	102
ENSG00000042429.12	MED17	631.94	811.447	610.379	405.001	328.975	371.447	574.306	645.793	640.368
ENSG00000042445.14	RETSAT	295	795	272	895	750.001	740.999	550.999	544	560
ENSG00000042493.16	CAPG	157	305.999	197	302.001	245	276.001	226	241	245
ENSG00000042753.12	AP2S1	1379.001	2055	1242	1481.001	1367	1419	1444.001	1432	1344
ENSG00000042781.14	USH2A	0	0	0	0	1	0	1	1	0
ENSG00000042813.8	ZPBP	0	0	0	0	0	0	0	0	0
ENSG00000042832.12	TG	0	5	3	0	1	4	1	0	2
ENSG00000042980.14	ADAM28	0	0	0	0	0	0	1	0	0
ENSG00000043039.7	BARX2	0	2	0	0	0	1	1	0	0
ENSG00000043093.15	DCUN1D1	2383	2950.999	2173	2225	1744.001	1751	1978.001	1974.999	2112.003
ENSG00000043143.22	JADE2	2248.001	3161.999	2093.001	2364	1923	1963.998	2225	2179	2353
ENSG00000043355.12	ZIC2	483	482	407.098	587	497	453	328	330	338.293
ENSG00000043462.13	LCP2	1141	1069	1120	1740.001	1316	1398	762	762	853.999
ENSG00000043514.17	TRIT1	685.999	810.001	701.999	741.001	594.001	657	492	541.999	568.001
ENSG00000043591.6	ADRB1	0	0	0	0	0	0	0	0	0
ENSG00000044012.4	GUCA2B	0	0	0	0	0	0	0	0	0
ENSG00000044090.13	CUL7	278.118	464.299	249.446	544.313	431.682	458.305	298.642	328.218	369.12
ENSG00000044115.21	CTNNA1	1204	2901	1029	3243.001	2608.999	2619	2024	2014	2154
ENSG00000044446.12	PHKA2	537.001	565.001	490.999	775.999	666.999	632	462.999	410	487.001
ENSG00000044459.15	CNTLN	473	546	412	617	508.001	505	439	417	406.001
ENSG00000044524.11	EPHA3	0	0	0	0	0	0	1	0	0
ENSG00000044574.9	HSPA5	14304.993	13699.98	13402.998	8132.973	6800.997	6894.999	9766.971	9410.987	10108
ENSG00000046604.14	DSG2	1963	2989	1964	2688	2118	2074	2210	2170	2232
ENSG00000046647.14	GEMIN8	292	392	237	393	328	312	239	285	290
ENSG00000046651.16	OFD1	242	212	193.999	371.001	273.001	276.001	154	153	212.001
ENSG00000046653.15	GPM6B	1	2	1	0	0	0	0	1	0
ENSG00000046774.10	MAGEC2	0	0	0	0	0	0	0	0	0
ENSG00000046889.19	PREX2	0	0	1	0	0	0	0	0	0
ENSG00000047056.18	WDR37	485	625.001	398.001	527	410.999	412.999	469	466	529
ENSG00000047188.16	YTHDC2	1313.999	1531.001	1124.001	1330	1024.999	1001	1091.001	1031.999	1319.999
ENSG00000047230.15	CTPS2	0	0	0	0	0	0	0	0	0
ENSG00000047249.18	ATP6V1H	336	480	317	538.002	436	382.001	342	318	322
ENSG00000047315.17	POLR2B	5887	7632.001	5581.998	4388	3553.001	3654.001	5592.999	5620	5920
ENSG00000047346.13	ATOSA	167.001	206	137.999	486.001	342.001	376.001	160	201.999	173
ENSG00000047365.13	ARAP2	136	174	128	162	104	118	115	143	152
ENSG00000047410.14	TPR	5313	6444.002	4872.999	5220.999	3779.139	3898	4604	4552	5516
ENSG00000047457.14	CP	0	0	0	0	0	0	0	0	0
ENSG00000047578.14	KATNIP	271	328.001	199	403.999	262	330	223	249	290.001
ENSG00000047579.20	DTNBP1	517	878.001	491.001	768.001	594.999	674.001	600.001	608	586
ENSG00000047597.7	XK	0	0	0	0	0	0	0	0	0
ENSG00000047617.18	ANO2	0	1	0	0	0	0	0	0	0
ENSG00000047621.12	C12orf4	686	764	649.001	663	568	577.999	567	488.001	497.001
ENSG00000047634.15	SCML1	0	0	0	0	0	0	0	0	0
ENSG00000047644.20	WWC3	90	550	77	620	468	511	362	357	428
ENSG00000047648.23	ARHGAP6	0	0	0	0	0	0	0	0	0
ENSG00000047662.5	FAM184B	2	5	3	5	3	0	5	1	2
ENSG00000047849.22	MAP4	4595.998	5714.999	4163	6462	5088	5281.001	3804	3954.999	4467.999
ENSG00000047932.14	GOPC	2549	3310	2644	2376	1740	1856	2262	2340	2509
ENSG00000047936.11	ROS1	0	0	0	1	0	1	0	0	0
ENSG00000048028.12	USP28	392	975	351.999	1178	975.001	965.001	665.998	628	699
ENSG00000048052.25	HDAC9	534.998	710	529	1044.001	769	798	514.01	464.001	577
ENSG00000048140.18	TSPAN17	155.001	274	161.999	193	163	184	207.001	195.001	197
ENSG00000048162.22	NOP16	938	873	918	128	130	107	610	592	549
ENSG00000048342.18	CC2D2A	8	0	4	9	9	12	2	4	3
ENSG00000048392.13	RRM2B	332	522.999	278	541.001	485	470	371	375	382
ENSG00000048405.11	ZNF800	590	589.999	477	605	472	443	449	447.001	460
ENSG00000048462.11	TNFRSF17	0	0	0	0	0	0	0	0	0
