gene_id,gene_name,J_910,J_909,J_905,A,B,C,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000032299.11,Commd4,992.001,1265,770.001,1046.999,1026,782.999,861.1316505417245,0.12657192158666775,0.13102865975333233,0.17941486271424556,0.4888368288094624,NS
ENSMUSG00000089889.4,0610040B10Rik,73,82,38,118,103.999,70.001,95.96374528370333,-0.1130334603007613,0.16688660418485843,0.17939619157337297,0.4888368288094624,NS
ENSMUSG00000087590.4,Epb41l4aos,243,173,115,111,168,157,181.8903611627898,0.11207517391038152,0.16781550755527766,0.17960160131216452,0.4892470609762387,NS
ENSMUSG00000020546.15,Stxbp4,379.999,405.999,445,734,481.001,566.001,510.6832765256508,-0.12118959950250055,0.15602212704296936,0.17998227610622752,0.4901853170231026,NS
ENSMUSG00000026728.10,Vim,91687,116427,92099.001,113734.001,95659.002,79653,83158.11553529502,0.12518656127068825,0.125012208724709,0.1802376332047362,0.4905159190653233,NS
ENSMUSG00000036672.6,Cenpt,246.001,391.999,191.999,245.999,291.001,193,206.7929304516682,0.12331774625908325,0.15169554272983735,0.180278551399742,0.4905159190653233,NS
ENSMUSG00000044952.6,Kctd21,125,218,201,333,187,253,196.87639709191885,-0.12251347401841434,0.1534535194551185,0.1802012187916196,0.4905159190653233,NS
ENSMUSG00000057751.15,Megf6,267,155.001,93,77,165,134.001,125.84574035584916,0.09410245330487654,0.18234959171420004,0.1801849328538793,0.4905159190653233,NS
ENSMUSG00000079547.5,H2-DMb1,1060.6,659.481,616.158,589.59,448.781,903.307,733.480169329554,0.1124539047678451,0.1672267220273053,0.18028500064131034,0.4905159190653233,NS
ENSMUSG00000023224.13,Serping1,11003,8082,10933,9989,6925,9964,9104.70557778286,0.12211478937165905,0.15410897932840695,0.18042380374539763,0.490700060442118,NS
ENSMUSG00000090122.4,Kcne5,27,13,18,45,32,32,27.924890464615856,-0.08437998870493464,0.1885271150529173,0.1804252421869614,0.490700060442118,NS
ENSMUSG00000017639.14,Rab11fip4,134.675,130,117,235,173,184,134.11727720091616,-0.10981319686224315,0.1697860458682974,0.18050443881434705,0.4908167541142026,NS
ENSMUSG00000019214.15,Chtf18,79,115.999,48,76.999,78,26,50.578064324156244,0.09590910119669498,0.18100902475704644,0.1806167117988096,0.4909933876359392,NS
ENSMUSG00000031563.9,Wwc2,897,1204,1001,1380,1232,1284,1042.6151189821032,-0.1165451777469172,0.10561074534152555,0.18064200346591006,0.4909933876359392,NS
ENSMUSG00000009563.17,Tor2a,863.999,1125,715.001,980.001,904.999,708,748.9939070119952,0.12488245365719172,0.12466176309217653,0.18097667265487768,0.49103847495764164,NS
ENSMUSG00000019952.16,Poc1b,517,634,459.001,563,520,487,477.6033579731555,0.1219025814995451,0.11607222733164753,0.18094718468394524,0.49103847495764164,NS
ENSMUSG00000024067.15,Dpy30,1320,1086,1059,1123,1207.999,1012.001,1198.4013944701721,0.1250933738725762,0.1253238664366413,0.18083167681075074,0.49103847495764164,NS
ENSMUSG00000026749.12,Nek6,1493,2352,1450,1729.001,1888,1372,1365.3251237849886,0.12584351322982734,0.1290791590939327,0.18093877808558992,0.49103847495764164,NS
ENSMUSG00000027809.15,Etfdh,1211.999,1670.999,2217,3156,2445.999,2445,2605.505257257215,-0.10675106084333404,0.17249048336202466,0.18084710801191128,0.49103847495764164,NS
ENSMUSG00000031023.6,Akip1,803.001,648,471,551,577,638,601.9054528365849,0.12595311473861304,0.1423556020934348,0.18086875221702006,0.49103847495764164,NS
ENSMUSG00000031105.17,Slc25a14,158,208,176,176,188,157,165.89013682418317,0.12451644779664793,0.12326890261381951,0.1809091982246329,0.49103847495764164,NS
ENSMUSG00000044968.17,Napepld,195,221,300,432,308,272,264.9628475516716,-0.12423172891198195,0.14894069132060084,0.18091334961060654,0.49103847495764164,NS
ENSMUSG00000097039.10,Pvt1,358,366,225,269,274,320.999,273.0001468218837,0.12573556429074234,0.14337731784416383,0.18098534548346348,0.49103847495764164,NS
ENSMUSG00000017221.15,Psmd3,2037.001,2337,2178,2387.999,2187,1743,1963.7215420536395,0.12501766419750604,0.12535068486044543,0.18111701307234498,0.491107300896813,NS
ENSMUSG00000020189.16,Osbpl8,10488.001,16795,11032.001,20428,15812.001,17291.999,13045.489588155824,-0.12305166834914832,0.1517860098088661,0.1810507956628445,0.491107300896813,NS
ENSMUSG00000025630.9,Hprt1,5453,5803,3818,5274,5209,4212,4426.3215242052775,0.12233245090452029,0.11723837351531294,0.18115595742507948,0.491107300896813,NS
ENSMUSG00000028780.14,Sema3c,1464,1252,1464.999,3576.999,1536,1544,2125.5900958369875,-0.10920971173515398,0.17019139993878699,0.18112297955071516,0.491107300896813,NS
ENSMUSG00000026235.15,Epha4,250,172,192,272,274,362,251.639783721521,-0.11624429624481604,0.16263836645873242,0.1812253763749267,0.4911970371685137,NS
ENSMUSG00000020814.14,Mxra7,1466,1057,1255,866,1026,1362,1351.8810269357793,0.11837080248577556,0.15977722785010065,0.18135615082336007,0.4913002635309373,NS
ENSMUSG00000024604.8,Rbm22,1269.001,1212,1241.001,1380,1150,1268,1164.787618011539,0.10723743566248065,0.09259086772393263,0.18140761434078437,0.4913002635309373,NS
ENSMUSG00000034641.3,Cd300ld,2218.959,3526,2503.959,4080,3743.853,3387,2397.1038889092024,-0.1255530122177992,0.1437464196023102,0.181356684605934,0.4913002635309373,NS
ENSMUSG00000037286.16,Stag1,1623.999,2470,2097,2936.001,2307.999,2762,2049.802441627596,-0.12412662653710702,0.12244457287066784,0.18140876274110912,0.4913002635309373,NS
ENSMUSG00000020018.7,Snrpf,1021,1021,668,628,1002.956,725,909.9246002886722,0.12099731522090132,0.15549934006708854,0.18167586624758514,0.4913817580661641,NS
ENSMUSG00000021222.10,Dcaf4,441.001,501.001,450.001,788.999,519.999,538,525.577684488803,-0.1254977303760269,0.1281923306247896,0.18159068602783654,0.4913817580661641,NS
ENSMUSG00000026024.15,Als2,444.811,899.164,726.896,1205.822,854.805,796.965,678.3689818164372,-0.12474070242273834,0.14668003728626694,0.18166478714877243,0.4913817580661641,NS
ENSMUSG00000026773.20,Pfkfb3,4419.002,3067,2223.001,5678.002,2995.999,6545.001,3719.9822135379573,-0.10748207779402173,0.1716538270924464,0.18160321421224357,0.4913817580661641,NS
ENSMUSG00000028282.13,Casp8ap2,424,724,652.999,838,656,945,597.6225881513349,-0.12560376247745977,0.14304023479070127,0.181650613388146,0.4913817580661641,NS
ENSMUSG00000045555.4,Mettl24,51,17,22,17,14,31,28.042637515437846,0.08390275010964482,0.18863641576999685,0.18147704846462634,0.4913817580661641,NS
ENSMUSG00000057236.11,Rbbp4,5245,5791,4791,5453,5327.001,5336.001,4977.28843784035,0.10389165222723325,0.0885583093284843,0.1816931735370711,0.4913817580661641,NS
ENSMUSG00000017801.16,Mlx,959,1176.999,912,1116.001,980,955,889.6873936314275,0.11356244602114356,0.10139264526208795,0.1817628275692227,0.4914718598308151,NS
ENSMUSG00000024371.15,C2,835,631,720,640,513,807,646.8697750154365,0.1228211055819699,0.15169598108867594,0.18197869973108727,0.4918887857635735,NS
ENSMUSG00000033917.16,Gde1,2114,2261,2207,2375,2079,2191,2091.4002944923527,0.11130591720051655,0.09820677639340782,0.18198975851836757,0.4918887857635735,NS
ENSMUSG00000034744.14,Nagk,1945.999,1828,1218,1759,1573.999,1332,1349.504352850978,0.1260410699672539,0.13847932660598927,0.18205407357107453,0.4919643047050516,NS
ENSMUSG00000021575.17,Ahrr,37,43,26,65,35,72,36.075021749424636,-0.10016043641172007,0.17758462258950472,0.1820986696342883,0.4919865175397022,NS
ENSMUSG00000060063.10,Alox5ap,4191,6813,3497,5319,4617,2374,3191.898454830797,0.11578112513146625,0.16285193065850867,0.18224313771295877,0.49227849761688985,NS
ENSMUSG00000003518.14,Dusp3,5212.999,7300,6799.001,9567,7740,7302,6707.292460377746,-0.11925269663690916,0.1112613874768243,0.18232310392781884,0.49234178364500364,NS
ENSMUSG00000029864.8,Gstk1,365,310,464,352,344,373,439.8266890369031,0.12598454917127277,0.1379856228488428,0.18233937111111445,0.49234178364500364,NS
ENSMUSG00000030138.9,Bms1,822,1334,1217,1592,1268,1570,1135.9245418114488,-0.1255148205252659,0.1302370570047329,0.18268252342588628,0.4931698860948327,NS
ENSMUSG00000000088.8,Cox5a,10461,8582.001,10388.999,7429,10605,8556,13127.225847393034,0.123826560598388,0.14840010573198023,0.182945301785666,0.4932450717165738,NS
ENSMUSG00000003444.9,Med29,421,442,471,475,426,351,465.00608960137083,0.12578047492274197,0.13819282571117097,0.18300212716257058,0.4932450717165738,NS
ENSMUSG00000022100.15,Xpo7,1329.999,1732.001,1823.001,2284,1869.999,2048.999,1701.2681963919897,-0.118179794583173,0.10944733991647679,0.18275159362775628,0.4932450717165738,NS
ENSMUSG00000028788.15,Ptp4a2,20744,21465,23647,32475.998,26218,27277.999,25981.48520157943,-0.12343050226277374,0.12155416037800394,0.18286650176229438,0.4932450717165738,NS
ENSMUSG00000028977.18,Casz1,249,290,272,501.999,368,271,356.46585226693225,-0.12376922472847243,0.14866663145367237,0.18282740418779997,0.4932450717165738,NS
ENSMUSG00000039199.7,Zdhhc1,675,431,400,497.999,466,382,464.78254251658376,0.12094078143627912,0.15494864184206053,0.1829294097578407,0.4932450717165738,NS
ENSMUSG00000041132.12,N4bp2l1,995,872.999,915,972,729.001,939.001,860.2889554159357,0.12580842037798798,0.13407991266708386,0.1829286894434864,0.4932450717165738,NS
ENSMUSG00000046516.12,Cox17,3422.999,3072.999,2709,2401.999,3339,2673,3812.6005230273854,0.12513227887030615,0.14348355088879505,0.18297371154917053,0.4932450717165738,NS
ENSMUSG00000026799.16,Med27,191,238.001,246,246,214.001,204,206.2089332664367,0.12057690600460341,0.11441128882375014,0.18306291205052724,0.4933105968287271,NS
ENSMUSG00000032366.16,Tpm1,182432.999,155122.999,211244.896,304786.902,239750.888,274726.001,258695.92881807443,-0.11551265386556824,0.1628805417938891,0.1831063541042624,0.49332937037054764,NS
ENSMUSG00000028030.13,Tbck,558,713,604,871,695,800,651.679179065811,-0.11685363300107804,0.10736577479867897,0.18336131207214,0.4936996588151353,NS
ENSMUSG00000028521.18,Slc35d1,327,429,396.001,506.999,484,489.999,376.3167322640041,-0.1224356460488058,0.11905969246869202,0.1833155745006322,0.4936996588151353,NS
ENSMUSG00000035601.10,Trmt10b,325,304,318,377.999,286,260,292.0151928743873,0.12383075885012242,0.12331353010206172,0.18335381835316653,0.4936996588151353,NS
ENSMUSG00000036853.6,Mcoln3,17,24,30,51,30,41,30.09162949088914,-0.09294264668778632,0.18252779675834746,0.18342630577050315,0.4936996588151353,NS
ENSMUSG00000060279.16,Ap2a1,1163,1259,1180,1299,1233,886.999,1026.6298913690034,0.12562262207479782,0.13334531993683543,0.1834215513644441,0.4936996588151353,NS
ENSMUSG00000011114.19,Tbrg1,1711,2022,1715,2082.999,1738,1685,1675.2400359528974,0.1103437718044192,0.09744314919333004,0.183629073268694,0.4937458156640985,NS
ENSMUSG00000024789.14,Jak2,1679,2675,2033,2772,2493,2806,2071.4046206535318,-0.11990949035306021,0.11335058049792066,0.18369122901742985,0.4937458156640985,NS
ENSMUSG00000025646.10,Atrip,256.424,406.46,319.183,526.178,400.867,356.755,339.9343581912826,-0.12449411569394579,0.1261834871638196,0.18362948228495193,0.4937458156640985,NS
ENSMUSG00000025856.16,Pdgfa,1986.001,1967,1130,1472,1729.001,1465,1515.3158570176008,0.1253088978542852,0.14130060876927655,0.18361188751724922,0.4937458156640985,NS
ENSMUSG00000029173.13,Sepsecs,528,709,609,852,736,819,627.070195717036,-0.12451963481780487,0.12632154533069953,0.1836497773041415,0.4937458156640985,NS
ENSMUSG00000036223.17,Ska1,68,204.999,81,87,113,60,69.08221558750294,0.09651906641694998,0.17995576764219268,0.1837355038992538,0.4937458156640985,NS
ENSMUSG00000051390.11,Zbtb22,663,675,531,649,663,508,549.4580971713162,0.12253223449047106,0.11963110409808654,0.18371678096134322,0.4937458156640985,NS
ENSMUSG00000085604.2,Dhx58os,78,60,26,32,48,42,44.09848362741416,0.09558000554073395,0.18067930533363386,0.1834823284178164,0.4937458156640985,NS
ENSMUSG00000018326.10,Ywhab,10025,12010,9843,9766,10024,10211,9629.900348226214,0.12538812561980878,0.1320665325548974,0.18386962067681234,0.4939668823767853,NS
ENSMUSG00000027628.11,Aar2,981,1003,937,1045,995,849,919.9404741434414,0.11933154831538462,0.1123102329237373,0.18396385852361313,0.4939668823767853,NS
ENSMUSG00000045294.12,Insig1,1209,1617,1133,1092,1308,1016,1250.5694801471523,0.11889125482592326,0.15790717480677882,0.18394644504406982,0.4939668823767853,NS
ENSMUSG00000073650.10,Catip,54,45,32,44,31,23,36.34617111188963,0.09305787243453988,0.18235333439277898,0.18393555699277006,0.4939668823767853,NS
ENSMUSG00000094910.2,D430019H16Rik,65,112,106,181,152,90,91.10463153227734,-0.11393392249775489,0.16442816803912058,0.18409956852339482,0.49423316083344876,NS
ENSMUSG00000024208.17,Uqcc2,3293,2358,2700,2200,2534,2383,3426.037206389686,0.11444167173584477,0.16364337927167322,0.18467041279374746,0.49473935163192206,NS
ENSMUSG00000027428.10,Rbbp9,788,747,820,1104,868,1047,828.0834608531196,-0.11936106470627027,0.11270524165894907,0.18456358742721404,0.49473935163192206,NS
ENSMUSG00000028899.12,Taf12,1213,1277,1191,1245,1236,1162.001,1240.9965621805488,0.11802465654350347,0.11011809979400398,0.1846554182566375,0.49473935163192206,NS
ENSMUSG00000030545.10,Pex11a,306,271,421.999,309,288,253,391.80966120017075,0.11310262511901335,0.16524798971737906,0.18449314159787097,0.49473935163192206,NS
ENSMUSG00000031209.15,Heph,194,183,230.999,135,127,199,181.7188838484298,0.09716587548139682,0.17935695017664505,0.1843745384525675,0.49473935163192206,NS
ENSMUSG00000031365.14,Zfp275,719,1230,776,1315,1107,1111,850.4919769918347,-0.12429473280590937,0.12650354374395822,0.18457925000691186,0.49473935163192206,NS
ENSMUSG00000032109.16,Nlrx1,360,487,351,426,408,316,357.72134027920794,0.1238663309357478,0.12487526617834742,0.1847221663776427,0.49473935163192206,NS
ENSMUSG00000036707.17,Cab39,6561,8190,7998,10717,8621,9869,8180.194601711355,-0.12105316699665668,0.11646825878856436,0.18459871471842834,0.49473935163192206,NS
ENSMUSG00000044017.17,Adgrd1,432,684,535,643,482,344,509.4357657645332,0.12089665543191871,0.154055506526154,0.18473246386779876,0.49473935163192206,NS
ENSMUSG00000045826.10,Ptprcap,88,50,53.15,36.119,44,51.325,45.44743942458117,0.08325819570158408,0.18854264447289074,0.18438101893798836,0.49473935163192206,NS
ENSMUSG00000049739.11,Zfp646,491,795,854,1197,807,938.999,667.36857420859906,-0.12451165745966689,0.14437711291174618,0.18446570940966067,0.49473935163192206,NS
ENSMUSG00000051341.7,Zfp52,583,557,531,754,667,747,558.7555816138707,-0.12281911966798079,0.12119501441539109,0.18461627862255484,0.49473935163192206,NS
ENSMUSG00000063698.10,Sfxn4,147,107,136,134,115,105,144.78121687130272,0.12234601355626817,0.15092527174305576,0.1847636573081581,0.49473935163192206,NS
ENSMUSG00000002249.22,Tead3,297,267,266,231.001,261,231,243.07098726626273,0.1183571321141909,0.1583479408621495,0.18481587491433785,0.49475451753159827,NS
ENSMUSG00000020305.14,Asb3,449,414,341,611,430,519,424.9408529345816,-0.12173937699573578,0.11839427471166314,0.1849080147457345,0.49475451753159827,NS
ENSMUSG00000039157.13,Eeig1,1692,804,899,799,698,1270,944.8248809548676,0.1067874040783373,0.17146660510081133,0.18484444471886027,0.49475451753159827,NS
ENSMUSG00000044155.12,Lsm8,1148,1070,894,1004,1120,913,978.7824611368294,0.12160635145494042,0.11805516630438163,0.18491564407558073,0.49475451753159827,NS
ENSMUSG00000014303.14,Glis2,841,872,562,821,687,622,656.1224869417911,0.1251407143133675,0.13767926963467225,0.18529028950352522,0.4947579744514489,NS
ENSMUSG00000021895.11,Arhgef3,1119,1393,1379,2201.999,1442,1391.001,1362.5810687896424,-0.12041885001487249,0.1154353941854402,0.18529697874923678,0.4947579744514489,NS
ENSMUSG00000024037.14,Wdr4,428,554.001,409,469.001,471,445,392.0435967426515,0.11363170952904356,0.10288367446829624,0.18525235648788468,0.4947579744514489,NS
ENSMUSG00000028180.19,Zranb2,3528,4169,3438,4742,4267.001,4707.999,3993.9231907198955,-0.10660214615862593,0.09297446539526738,0.1852382962682323,0.4947579744514489,NS
ENSMUSG00000028563.17,Tm2d1,2174,1778,1732,1793.001,1881,1712.995,2038.6010267526824,0.12517454988954116,0.13359614383412108,0.18502709195499226,0.4947579744514489,NS
ENSMUSG00000029189.11,Sel1l3,1146,1850,1850,2898.001,2110,1587,1652.0830167615875,-0.12502546279971383,0.1393386119451806,0.18533196345174346,0.4947579744514489,NS
ENSMUSG00000034412.14,Tbc1d10a,546,466,492,389,434,490.001,445.1748436141561,0.11889487786477577,0.1573514057989522,0.18516962232477832,0.4947579744514489,NS
ENSMUSG00000037992.17,Rara,605,568,443,591,488.001,382,446.15764968467226,0.12221787007755344,0.1510924555662957,0.18496556722585564,0.4947579744514489,NS
ENSMUSG00000038235.5,F11r,507,585,405,810,705,577,660.1541999023514,-0.12253199337619229,0.15002313019553407,0.1853794372101232,0.4947579744514489,NS
ENSMUSG00000045658.17,Pid1,5284.999,6695.999,4394.001,5282,4887.999,5402.001,4583.450071786632,0.12415657662647056,0.1266625020871997,0.18518642730929233,0.4947579744514489,NS
ENSMUSG00000046761.14,Fam83h,29,45,43,35,35,25,29.184947949781016,0.10720417850365686,0.1709486530579915,0.18539248905877584,0.4947579744514489,NS
ENSMUSG00000062075.14,Lmnb2,298,653,381,416,463,264,302.327705560015,0.11830215037994687,0.1583264058439497,0.18505933334930977,0.4947579744514489,NS
ENSMUSG00000101188.2,Eif4a-ps4,98.902,183.723,102.177,123.604,107.247,106.212,95.92982916441886,0.12062657374176118,0.15424462548436388,0.1853336705516581,0.4947579744514489,NS
ENSMUSG00000001289.13,Pfdn5,10510.001,7934.943,7168.996,8920.862,7346.935,8081.955,8912.04106721046,0.12497243404841818,0.1343871503060946,0.18586882320444215,0.4949574519236876,NS
ENSMUSG00000021495.11,Fam193b,1452,1272.999,1217.001,1018.999,1148,1343,1242.369926912589,0.1216808414064485,0.1518562697830586,0.18568339282599608,0.4949574519236876,NS
ENSMUSG00000021650.8,Ptcd2,805,953,859,1374,946,1023,924.9254118009142,-0.11798041702781654,0.11063226324003962,0.1858199462182499,0.4949574519236876,NS
ENSMUSG00000021737.5,Psmd6,3186.001,4262.999,4399.999,6004.999,4701.001,4629,4413.669601123738,-0.12177192810634764,0.11904417186238793,0.18567024785618774,0.4949574519236876,NS
ENSMUSG00000021876.16,Rnase4,11670,10388.854,9798.919,10878.792,9323.884,9968,9970.540063889435,0.1250563156771311,0.13452342210113097,0.18559578459311968,0.4949574519236876,NS
ENSMUSG00000027285.14,Haus2,859,1248,1015,1697,1370,1211,1055.1380417535652,-0.12407554967493852,0.14445419879954505,0.18591549899250953,0.4949574519236876,NS
ENSMUSG00000029402.9,Snrnp35,356.999,443,410.001,588,433,503,454.51563978962065,-0.11441271148748625,0.10438995861798216,0.18589139941329402,0.4949574519236876,NS
ENSMUSG00000030613.14,Ccdc90b,1682,1631,1568,1850,1623,1534,1628.7889903448897,0.10385154777290108,0.08972886613758237,0.18594298064504672,0.4949574519236876,NS
ENSMUSG00000041147.11,Brca2,115,230.001,126,244,261.999,183,128.04193748539686,-0.11359595205740436,0.16430003887600025,0.18569953710358342,0.4949574519236876,NS
ENSMUSG00000057738.15,Sptan1,2724,4693,4196,7026.999,4325.001,4790,3822.5211672464025,-0.12325461718248804,0.14782628737114875,0.18557806971375881,0.4949574519236876,NS
ENSMUSG00000059201.13,Lep,294,489,577,29,183,360,320.518170798025,0.05034053591151568,0.20275056473513725,0.18565523588037453,0.4949574519236876,NS
ENSMUSG00000076441.10,Ass1,838.975,1837.98,828,952.978,1296.994,578.948,740.2548647457244,0.10947346312918406,0.16868619997107448,0.18577185413219932,0.4949574519236876,NS
ENSMUSG00000078185.4,Chml,550.254,680.624,597.022,895.341,696.749,815,607.9886211346355,-0.12452204460857004,0.12944183278427557,0.18572623398623855,0.4949574519236876,NS
ENSMUSG00000016520.8,Lnx2,684,809,797,1056,920,981,765.0004917272809,-0.12194245245624372,0.11981224841285472,0.18605795180030732,0.49516603661927516,NS
ENSMUSG00000022799.5,Arhgap31,1349,1836,1598,2557.001,1894,1939.001,1534.044598736058,-0.12489442761659211,0.13458472703509472,0.18616693595955078,0.4953586088634515,NS
ENSMUSG00000069633.13,Pex11g,119.001,123,89,91,117,87,101.90023024222825,0.12165314664866224,0.15149213942646172,0.18633978106144847,0.4957209950543057,NS
ENSMUSG00000085287.10,4833418N02Rik,78.001,46,74.999,105,98,112,79.12370179462032,-0.10477799597576926,0.17286624667023154,0.18640753709567656,0.4958037245268487,NS
ENSMUSG00000035629.20,Rubcn,805.001,1160,973.001,1522,1226,1091,1031.7921985659375,-0.12354007486630604,0.1255889700726661,0.18649713490122022,0.4959445044315775,NS
ENSMUSG00000000126.12,Wnt9a,333,241,301,384,369,467,346.3266572778077,-0.12270485469007948,0.1486076838252792,0.18658564203824635,0.49598482872784627,NS
ENSMUSG00000030109.16,Slc6a12,232,260,331,315,227,132,207.2382567925601,0.10468972201137865,0.1729086687483452,0.18655161414244292,0.49598482872784627,NS
ENSMUSG00000074158.10,Zfp976,51.13,65.205,60.944,90.43,59.699,100.836,66.20614843867067,-0.11989171079902003,0.15489952242914973,0.18669149285541936,0.49616868557075006,NS
ENSMUSG00000028431.12,Elp1,773,990.001,849,1290,992,1013,883.7830336821729,-0.11493901980992656,0.10568433216684377,0.18688313938914738,0.4965804440546598,NS
ENSMUSG00000020513.16,Tubd1,139,251,251,362.001,293,228.001,226.14075630105057,-0.12347305010016028,0.1455855772293579,0.18706891682800766,0.4967851015715175,NS
ENSMUSG00000040771.15,Oard1,855,739.999,612,700,719.001,708,755.7296763943209,0.12322877730692075,0.12497839139554186,0.18707035285055368,0.4967851015715175,NS
ENSMUSG00000042271.14,Nxt2,556,843.999,795.001,1147,902,999,720.12809158384,-0.12233751243164502,0.14925927901641586,0.18706191495925387,0.4967851015715175,NS
ENSMUSG00000016382.16,Pls3,3216,3433,3102,3765,3892,5106,3301.1672161711545,-0.12427189265165474,0.1304591054172415,0.18711926672526438,0.4968174484607775,NS
ENSMUSG00000020238.15,Ncln,819.999,1166,1090.999,1082.001,1065,715,792.3348236257947,0.1244164972116132,0.1400184799709005,0.18722832210894752,0.49700943209489995,NS
ENSMUSG00000040651.10,Tasor,1546,1888,1615,2238,1835,2462,1742.5323758700736,-0.12285533914357429,0.1237714600148572,0.18726672652102141,0.4970138297089511,NS
ENSMUSG00000022052.10,Ppp2r2a,2156,2297.999,2345,2919,2591.999,2803,2377.3128639420956,-0.09854245964858564,0.08384799100208791,0.18734628532780512,0.4970299154685297,NS
ENSMUSG00000033949.13,Trim36,287,300.999,295,416.001,366,386,292.03930046753766,-0.12424265104213145,0.13073168700098137,0.18734614361140328,0.4970299154685297,NS
ENSMUSG00000030554.17,Synm,5547,5952.999,6579,11330,7441,7549.999,8481.989211585993,-0.11809779465058763,0.15759793433665267,0.1874418004387558,0.49712293303245114,NS
ENSMUSG00000034708.13,Grn,17236.999,28574.002,18312.001,21068,22171.001,12560.001,15100.978073197963,0.1183833185822254,0.1571336812630591,0.1874548582968947,0.49712293303245114,NS
ENSMUSG00000024824.8,Rad9a,468,480,342,416,414,421,362.78461846988523,0.12157686136064441,0.11994105409474891,0.1875387370983081,0.49724787674076004,NS
ENSMUSG00000063889.17,Crem,580.999,747.999,806,653,633.998,732.002,726.6294412825696,0.12425244463940904,0.1315443989697099,0.18764591208127973,0.497434527812487,NS
ENSMUSG00000023328.15,Ache,357,407,375,915.999,718,263,446.70464316089146,-0.09768668943719575,0.17829181143701928,0.18773391714079304,0.4974417481598199,NS
ENSMUSG00000026618.12,Iars2,1475,1854.001,1706.002,2490.001,2023.999,2066.001,1882.72282868303,-0.12316407823599763,0.12553941812254787,0.18779002316939608,0.4974417481598199,NS
ENSMUSG00000028710.19,Atpaf1,536.001,484.999,754.96,1049.999,726.789,720.958,791.899203635705,-0.12283782818577932,0.14718023631896546,0.18773531475409994,0.4974417481598199,NS
ENSMUSG00000121484.1,Serpina3h,231,578.968,390.352,133.412,338.228,416,257.67516429781307,0.09840471298525034,0.1777350161999243,0.18779575350122293,0.4974417481598199,NS
ENSMUSG00000038342.16,Mlxip,1809.999,2451,2449,3338.001,2542,3054,2246.6075244261388,-0.12438499766362869,0.1342706013802213,0.18790435725099647,0.49760972879603393,NS
ENSMUSG00000057132.17,Rpgrip1,46.999,17,25,46,44,60,36.2879766022656,-0.09473091758077895,0.1804218951117505,0.18793275376636906,0.49760972879603393,NS
ENSMUSG00000028703.15,Lrrc41,857,1051,923,1077,923,842,832.4230910851718,0.11281620510742216,0.10270369044690462,0.1879743953290663,0.49762256739589383,NS
ENSMUSG00000024164.16,C3,12725,10108,10887,12773,7824,10854,10787.176976088887,0.1235394840357618,0.14371107488303375,0.18833685997743022,0.4984845462220633,NS
ENSMUSG00000064220.7,H2ac18,591.901,492.055,665.505,569.576,513.999,433.85,536.9147416213771,0.11455816277878439,0.16219726537273987,0.18845872425780427,0.49870949825607563,NS
ENSMUSG00000014554.14,Dguok,602,533,543.001,601.999,520.999,552,537.2651678826201,0.11626831135116361,0.10875661896226786,0.18850165762966167,0.4987255319720607,NS
ENSMUSG00000005148.9,Klf5,837,899,772,848,866,521,834.6705534737317,0.119594497549076,0.1543801981320651,0.18872324831673915,0.4989161471140616,NS
ENSMUSG00000026511.8,Srp9,2066.001,1780,1481,1643,1735.882,1639,1814.9014661910978,0.12419742781638322,0.1352600907228657,0.18867142101414575,0.4989161471140616,NS
ENSMUSG00000028688.14,Toe1,552.002,583,476.999,534,519.998,550,485.6575306885794,0.11454424946218918,0.10581687139114443,0.18870168886722902,0.4989161471140616,NS
ENSMUSG00000041438.9,Utp4,406,739,669,846,752,813,637.1691574267476,-0.12420011336714094,0.13693698812745683,0.18865210944152078,0.4989161471140616,NS
ENSMUSG00000062184.12,Hs6st2,279,534,404,597,587,497,391.0249790321654,-0.12141281293603359,0.15041740542593793,0.188758146009808,0.4989161471140616,NS
ENSMUSG00000000148.18,Brat1,361,353.001,246,321,319.001,278,278.07438744900503,0.12347726866996943,0.1284931579341633,0.1888563990954239,0.4990010753194854,NS
ENSMUSG00000019087.14,Atp6ap1,10615,11346,9182.001,9982.001,9889,10647,9284.884182001902,0.11880038832003152,0.11398893074241076,0.18886540958748277,0.4990010753194854,NS
ENSMUSG00000021048.8,Mthfd1,551,864,803.001,1114,921,872,791.5783764284768,-0.12340131698942247,0.1281394916909971,0.1889009615996869,0.4990010753194854,NS
ENSMUSG00000019763.12,Rmnd1,758.844,793.548,920.428,1223.216,966.221,983.355,1015.408234268849,-0.11804777679336519,0.11245773422432832,0.18898113089930424,0.4990179217909195,NS
ENSMUSG00000021501.5,Caml,832,924,647,773,662,885,748.9998604704572,0.12155418727016633,0.12103936270393935,0.18897123611317024,0.4990179217909195,NS
ENSMUSG00000016534.16,Lamp2,21176,26957,19802.999,31687.001,28359.001,27075,22356.020617541293,-0.12073886365836989,0.1187546759762011,0.1890226112525355,0.4990300248273556,NS
ENSMUSG00000001424.15,Snd1,1940.001,2676.999,2265,2680,2283.001,1839,1897.295312540649,0.11801834113974699,0.11251367136614733,0.18919225227502773,0.4991855661372903,NS
ENSMUSG00000043251.7,Exoc3l,40,39,41,102,66,34,49.889036742615154,-0.09608310786118812,0.17919870013274677,0.18917158148421065,0.4991855661372903,NS
